molecule_chembl_id,canonical_smiles,IC50_nM,pIC50
CHEMBL3671546,C=C(C)C(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(C)=O,1020.0,5.991399828238082
CHEMBL1812560,O=C(/C=C/c1ccccc1[N+](=O)[O-])Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1020.0,5.991399828238082
CHEMBL2070192,Brc1cccc(Nc2ncnc3ccc(NCc4ccc5c(c4)OCCO5)cc23)c1,1020.0,5.991399828238082
CHEMBL4092491,CC(C)[C@@H](NC(=O)OC(C)(C)C)C(=O)Nc1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1,1021.0,5.99097425791309
CHEMBL247866,CC(C)Nc1ncnc2oc(-c3ccc(OCCN4CCCC4)cc3)c(-c3ccccc3)c12,1029.0,5.987584625237567
CHEMBL3237949,CCOC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CC(C)(C)C2)C1c1c(C)nn(-c2ccc(Cl)cc2)c1Cl,1030.0,5.987162775294828
CHEMBL109372,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1OC,1030.0,5.987162775294828
CHEMBL4851555,O=C(CSc1nc2ccccc2c(=O)n1Cc1ccc2c(c1)OCO2)Nc1ccc(Br)cc1Br,1032.7,5.986025822979084
CHEMBL6017443,Cc1cc(Nc2ncnc3cccc(OC4CCN(C)CC4(F)F)c23)ccc1Oc1ccc2ccnn2c1,1033.0,5.985899678480379
CHEMBL5829312,O=C1CCC(N2C(=O)c3ccc(OCCOCCOCCN4CCN(Cc5ccc(-c6cc7c(NCc8ccccc8Cl)ncnc7[nH]6)cc5)CC4)cc3C2=O)C(=O)N1,2560.0,5.98369061957464
CHEMBL354128,CC(CCOC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O)c1ccccc1,1550.0,5.983288122256525
CHEMBL1241945,CC(C)n1nc(-c2ccc(O)c(F)c2)c2c(N)ncnc21,1040.0,5.982966660701219
CHEMBL99024,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,1040.0,5.982966660701219
CHEMBL3734786,Cc1nc2cnc(Nc3ccnc(N4CC[C@H](O)C(F)(F)C4)n3)cc2n1C(C)C,1040.0,5.982966660701219
CHEMBL2324872,COc1ccc(C2=NN(C(N)=S)C(c3ccc4ccccc4c3)C2)cc1,1040.0,5.982966660701219
CHEMBL1821872,Cc1ccc(C2CC(c3ccc(C)c(C)c3)=NN2c2nc(-c3ccc(Cl)cc3)cs2)cc1,1040.0,5.982966660701219
CHEMBL4465231,CNc1cncc(-c2c[nH]c3nc(Nc4ccc(N5CCN(C(C)=O)CC5)cc4)nc(Oc4ccccc4)c23)n1,1048.0,5.979638717352292
CHEMBL5971019,Cc1ncsc1-c1ccc(CNC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCCOCC#Cc2cccc3c2C(=O)N(C(C(=O)Nc2nccs2)c2cc(F)ccc2O)C3)C(C)(C)C)cc1,1050.0,5.979303657420887
CHEMBL5892735,C=CC(=O)N(C)Cc1ccc(Oc2nc(Nc3cccc(OCCN4CCCC4=O)c3)ncc2F)cc1,1050.0,5.978810700930062
CHEMBL5971967,C=CC(=O)N1CC(Nc2cncc(-c3cnc(Oc4cccc(OC(F)F)c4)nc3)n2)C1,1050.0,5.978810700930062
CHEMBL5886676,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OC)nc3)ncc2C(=O)NC(C)(C)C)c1,1050.0,5.978810700930062
CHEMBL6033743,C=CC(=O)N1CCCC(Oc2nc(Nc3ccc(OC)nc3)ncc2F)C1,1050.0,5.978810700930062
CHEMBL5815780,C=CC(=O)N1CCOc2ccc(Nc3ncc(F)c(Nc4cccc(Cl)c4)n3)cc21,1050.0,5.978810700930062
CHEMBL452716,O=C(O[C@H]1CN[C@H](C#Cc2cc3ncnc(Nc4ccc5c(Oc6ccccn6)cccc5c4)c3s2)C1)N1CCOCC1,1050.0,5.978810700930062
CHEMBL5910943,C/C=C/C(=O)Nc1cccc(Nc2nc(Nc3ccc(Cl)c(OCCOC)c3)ncc2F)c1,1050.0,5.978810700930062
CHEMBL5856988,C=CC(=O)Nc1cccc(Oc2nc(Nc3cc(OC)c(OC)c(OC)c3)ncc2F)c1,1050.0,5.978810700930062
CHEMBL954,CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1,1050.0,5.978810700930062
CHEMBL5755043,C=CC(=O)N(C)C1CCN(c2nc(Nc3cnn(C)c3)c3c(c2F)CNC3=O)C1,1051.0,5.978397283971757
CHEMBL3133895,C=CC(=O)N1CCc2c(sc3ncnc(Nc4cccc(C)c4F)c23)C1,2115.0,5.97812243651566
CHEMBL24026,COc1cc2c(Nc3ccc(C#N)cc3F)ncnc2cc1OC/C=C/CN1CCCC1,1100.0,5.975390988664909
CHEMBL4214040,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(NC(=O)CO)cc2)n1,1060.0,5.97469413473523
CHEMBL210502,Cc1cccc(Nc2ncnc3ccc(NC(=O)N(CCCl)N=O)cc23)c1,1061.0,5.974284616098659
CHEMBL7827,O=c1c(-c2cccc(Cl)c2)coc2cc(O)cc(O)c12,6047.5,5.971547574331764
CHEMBL5639130,COc1ccc(-c2nc(-c3ccc(-c4nc(-c5nnc(-c6ccncc6)o5)c[nH]4)cc3)no2)cc1,1074.0,5.971543764764462
CHEMBL2325089,Fc1ccc(C2=NN(c3ccccc3)C(c3cccc4ccccc34)C2)cc1,1070.0,5.97061622231479
CHEMBL590714,O=C(Nc1ccccc1)N(Cc1ccc(O)cc1)Cc1cccc(Br)c1O,1070.0,5.97061622231479
CHEMBL215973,COc1cc2c(cc1OC)Oc1ncnc(Nc3ccc4ccccc4c3)c1NC2,1400.0,5.969651079823194
CHEMBL1958212,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccccc3)C2)cc1,1080.0,5.966576244513051
CHEMBL421686,Cc1[nH]c2ncnc(NCc3ccccc3)c2c1C,1080.0,5.966576244513051
CHEMBL5879065,C=CC(=O)N1CC(Nc2cncc(-c3cnc(Oc4cc(F)cc(F)c4)nc3)n2)C1,1080.0,5.966576244513051
CHEMBL1272006,OC[C@@H](Nc1ncnc2sc3c(c12)CCC3)c1ccccc1,1090.0,5.962573502059376
CHEMBL2408825,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(COc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)cc2)n1,1090.0,5.962573502059376
CHEMBL5275348,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4cc(OC)c(Br)c(OC)c4)nn32)CC1,1092.0,5.961777361631282
CHEMBL5926581,C=CC(=O)N1CCCC(Nc2nc(Nc3cnn(C)c3)c3c(c2F)CNC3=O)C1,1094.0,5.960982678002588
CHEMBL80745,COc1cc(/C=C(\C#N)C(N)=C(C#N)C#N)cc(O)c1O,1100.0,5.9604093769761874
CHEMBL109515,COCCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1OCCOC,1096.48,5.95999928552668
CHEMBL5850357,O=C1CCC(N2C(=O)c3ccc(N4CCC(CN5CCC(OCC#Cc6cccc7c6C(=O)N(C(C(=O)Nc6nccs6)c6cc(F)ccc6O)C7)CC5)CC4)cc3C2=O)C(=O)N1,1100.0,5.958607314841775
CHEMBL194160,CCc1c(CC(N)=O)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,1100.0,5.958607314841775
CHEMBL131426,CO[C@H]1[C@@H](N(C)CCC#N)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,1100.0,5.958607314841775
CHEMBL131020,CO[C@H]1[C@@H](N(C)S(C)(=O)=O)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,1100.0,5.958607314841775
CHEMBL143968,COCOc1cc(-c2ccccc2)ccc1-c1ccc(C(=O)NCc2ccccc2)cc1,1100.0,5.958607314841775
CHEMBL4569508,O=C(NCC(F)(F)F)c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)cs1,1100.0,5.958607314841775
CHEMBL256362,Cc1ccc(Oc2ccc(Nc3ncnc4cccc(O[C@H](C)C(=O)N(C)C)c34)cc2C)cn1,1100.0,5.958607314841775
CHEMBL429057,Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccccc1CO,1100.0,5.958607314841775
CHEMBL3325473,COC(=O)C1=C(N)N(c2cccnc2)C2=C(C(=O)CCC2)C1c1cc2ccccc2n2nnnc12,1100.0,5.958607314841775
CHEMBL126974,CCOc1cc2ncnc(Nc3cccc(-c4cncnc4)c3)c2cc1OCC,1100.0,5.958607314841775
CHEMBL1242386,CC(C)n1nc(-c2ccc3[nH]ncc3c2)c2c(N)ncnc21,1100.0,5.958607314841775
CHEMBL3085380,CCN(CC)[C@@](C)(C#Cc1ncnc2cc(OC)c(OC)cc12)CC1CCCCC1,1100.0,5.958607314841775
CHEMBL1683949,Cc1cc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)ncn1,1100.0,5.958607314841775
CHEMBL4100075,Cc1nc(C)c(/C=C2\CC(C)C/C(=C\c3nc(C)c(C)nc3C)C2=O)nc1C,1100.0,5.958607314841775
CHEMBL4095071,CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)C1,1100.0,5.958607314841775
CHEMBL2047023,O=C(CCCCCC(=O)Nc1ccc(O)c(C(=O)Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1)NO,1100.0,5.958607314841775
CHEMBL544074,C=C(CN1CCCCC1)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,1100.0,5.958607314841775
CHEMBL544067,C=C(CN1CCOCC1)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,1100.0,5.958607314841775
CHEMBL3263968,COc1cc2c(Oc3ccc(NS(=O)(=O)c4cccc(-c5cccs5)c4)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,1104.5,5.957325450615265
CHEMBL4856343,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(Nc2cccc(NC(C)=O)c2)n1,1105.0,5.95663772197887
CHEMBL5988212,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@H]2C[C@H](O)CN2C(=O)[C@@H](NC(=O)COCCOCCOCC#Cc2cccc3c2C(=O)N(C(C(=O)Nc2nccs2)c2cc(F)ccc2O)C3)C(C)(C)C)cc1,1240.0,5.9561092910952285
CHEMBL5284920,Cc1ccc2nc(/C=C/c3ccc(N(C)C)cc3)cc(-c3nnc(N)s3)c2c1,1110.0,5.954677021213342
CHEMBL3759830,COc1ccc(C(=O)Nc2ccc(Nc3ncnc4cc(OCCCN5CCN(C)CC5)c(OC)cc34)cc2)cc1,1110.0,5.954677021213342
CHEMBL1094195,Cl.NCCc1cn(Cc2ccc(-c3cccc(C(F)(F)F)c3)cc2)c2ccc(OCCc3ccc(O)cc3)cc12,1110.0,5.954677021213342
CHEMBL2047026,C#Cc1cccc(NC(=O)c2cc(NC(=O)CCCCCC(=O)NO)c(OC)cc2O)c1,1120.0,5.950781977329818
CHEMBL601828,O=C(Nc1ccccc1)N(Cc1ccc(O)cc1)Cc1cc(Br)cc(Br)c1O,1120.0,5.950781977329818
CHEMBL169519,COc1cccc(-c2cn(C3CCNC3)c3ncnc(N)c23)c1,1120.0,5.950781977329818
CHEMBL5204446,COc1cc2ncnc3c2cc1OCCOCCOCCOc1ccccc1N3,1121.0,5.9503943874050265
CHEMBL216048,COc1cc2c(cc1OC)Oc1ncnc(Oc3cccc(Br)c3)c1NC2,1250.0,5.949814727441218
CHEMBL171054,CC(COC(=O)c1cc(NCc2cc(O)ccc2O)ccc1O)Cc1ccccc1,1930.0,5.949814727441218
CHEMBL255291,CO/N=C/c1c(N)ncnc1NCc1ccc(F)c(Cl)c1,1123.0,5.949620243738543
CHEMBL5809223,C=CC(=O)NC1CN(c2nc(Nc3cnn(C)c3)c3c(c2F)CNC3=O)C1,1124.0,5.949233688766958
CHEMBL93754,O=C(/C=C/Cn1cccn1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1124.0,5.949233688766958
CHEMBL4457733,COc1cc2c(Oc3ccc(NS(=O)(=O)c4cc(F)ccc4F)cc3F)ccnc2cc1OCCCN1CCCC(C)C1,1128.0,5.947690900352677
CHEMBL4476689,CC/C=C\C(=O)Nc1cc(Nc2nc3c(c(-c4cn(C)c5ccc(F)cc45)n2)CSCC3)c(OC)cc1N(C)CCN(C)C,1128.0,5.947690900352677
CHEMBL4569755,Clc1ccc(/C=N/c2nnc(-c3cccnc3)o2)cc1,1128.9,5.947344526960473
CHEMBL3092297,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)N1CCC(F)CC1,1261.5,5.947248995130961
CHEMBL4861493,COc1ccc(C(Nc2ccc(Cl)cc2)n2c(=O)ccc3cc(O)ccc32)cc1,1130.0,5.94692155651658
CHEMBL92882,COC/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1132.0,5.946153573147748
CHEMBL5436057,CN(C)C/C=C/C(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(NCCO)c23)c1,2267.0,5.9453930245081015
CHEMBL3425658,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3cccc([N+](=O)[O-])c3)c2)n1,1260.0,5.943697499232712
CHEMBL209818,Cc1cccc(Nc2ncnc3ccc(N(C)C(=O)N(CCCl)N=O)cc23)c1,1139.0,5.9434762759209
CHEMBL2070200,Brc1cccc(Nc2ncnc3ccc(NCc4ccc5c(c4)OCCCCO5)cc23)c1,1140.0,5.943095148663527
CHEMBL119982,Clc1cccc(Nc2[nH]nc3ncnc(NCc4ccccc4)c23)c1,1185.0,5.94219474416285
CHEMBL3092306,CN(C)CCNC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,1356.0,5.939894889086462
CHEMBL1241580,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1CCC1,1150.0,5.939302159646388
CHEMBL3604925,CCC(=O)Nc1ccc(Oc2nc(Nc3cc(C)[nH]n3)cc(N3CCN(C)CC3)n2)cc1,1300.0,5.938074179516457
CHEMBL1242659,CCOc1ccc(-c2nn(C3CCCCC3)c3ncnc(N)c23)cc1OC,1160.0,5.935542010773082
CHEMBL1958216,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(C)cc3)C2)cc1,1160.0,5.935542010773082
CHEMBL4779681,O=c1ccc2ccc(Oc3nc(Nc4ccc(N5CCC(N6CCCCC6)CC5)c(F)c4)nc4ccsc34)cc2[nH]1,6270.0,5.9320680931000656
CHEMBL308593,Cc1[nH]c2ncnc(Nc3cccc(Cl)c3)c2c1-c1ccccc1,3115.0,5.9300604567993815
CHEMBL214868,COc1cc2c(cc1OC)Oc1ncnc(Nc3cccc(Cl)c3F)c1NC2,2450.0,5.9300604567993815
CHEMBL2437461,C=CC(=O)Nc1ccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)cc1,1180.0,5.929118384862106
CHEMBL5401604,Cn1cc(-c2ccnc(Nc3ccc(OCCCCn4ccnc4[N+](=O)[O-])cc3)n2)c2ccccc21,1179.0,5.928486194904911
CHEMBL2442333,COc1cc(O)c2c(c1)CCN(c1cccc(C(=O)N3CCCCC3)c1)C2=O,1180.0,5.928117992693875
CHEMBL3092303,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)N1CCN(CCO)CC1,2271.5,5.9278418218554165
CHEMBL4280749,O=C1Nc2ccc(S(=O)(=O)N3CCOCC3)cc2/C1=N/c1ccc(/N=C2\C(=O)Nc3ccc(S(=O)(=O)N4CCOCC4)cc32)cc1,1182.0,5.927382523454764
CHEMBL435662,CC(C)c1ccc(COC(=O)c2cc(NCc3cc(O)ccc3O)ccc2O)cc1,1200.0,5.926935982160881
CHEMBL6007655,COC1(CCN2CCN(c3ccc4c(c3)C(=O)N(C3CCC(=O)NC3=O)C4=O)CC2)CCN(c2nccc(Nc3cc4c(cn3)nc(C)n4C(C)C)n2)CC1,2925.0,5.926935982160881
CHEMBL418906,CC(C)(C)OC(=O)NCCNC(=O)c1ccc(S(=O)(=O)Oc2ccc(/C=C/[N+](=O)[O-])cc2)cc1,1200.0,5.926935982160881
CHEMBL5958444,C=CC(=O)NC1CN(c2nc(Nc3ccc(N4CCOCC4)cc3)c3c(c2F)CNC3=O)CC1F,1185.0,5.926281649653878
CHEMBL4292110,CCOC(=O)c1ccc(Nc2cc(Nc3cccc(OC)c3)ncn2)cc1,1188.0,5.925183559354825
CHEMBL5949878,NC(=O)c1c(-c2ccc(Oc3cccc(C(F)(F)F)n3)cc2)nn(C2CCCN(C(=O)/C=C/C(F)F)C2)c1N,1190.0,5.924453038607469
CHEMBL1945649,Cc1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)c(Cl)n1,1190.0,5.924453038607469
CHEMBL367754,C=C(CNc1cc2c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c(C#N)cnc2cc1OCC)C(=O)O,1191.0,5.924088238517222
CHEMBL3612578,CCOC(=O)CCCn1c(=O)oc2cc3ncnc(Nc4ccc(Cl)cc4)c3cc21,1200.0,5.920818753952375
CHEMBL5759916,O=C1CCC(N2C(=O)c3ccc(N4CCN(CCCOCCCCNc5cccc6c5C(=O)N(C(C(=O)Nc5nccs5)c5cc(F)ccc5O)C6)CC4)cc3C2=O)C(=O)N1,1200.0,5.920818753952375
CHEMBL3218002,C#Cc1cccc(Nc2ncnc3ccc(S(=O)(=O)n4ccc(/C=C/C(=O)NO)c4)cc23)c1,1200.0,5.920818753952375
CHEMBL1683950,Fc1cccc(COc2ccc(Nc3cc(-c4ccccc4)ncn3)cc2Cl)c1,1200.0,5.920818753952375
CHEMBL215488,COc1cc2c(cc1OC)Oc1ncnc(Nc3ccc4c[nH]nc4c3)c1NC2,1200.0,5.920818753952375
CHEMBL4241486,O=C(N/N=C1\CC2(CCCCC2)Oc2c1ccc1ccccc21)C1C2CC3CC(C2)CC1C3,1200.0,5.920818753952375
CHEMBL2385986,CCOc1ccc(C(=O)Nc2ccc(OCc3ccccn3)c(Cl)c2)cc1NC(=O)/C=C/CN(C)C,1200.0,5.920818753952375
CHEMBL4103761,CCC(=O)N1CC[C@H](N2C(=O)N(c3cc(OC)ccc3F)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(Cl)c4)nc32)C1,1200.0,5.920818753952375
CHEMBL3085378,CCN(CC)[C@@](C)(C#Cc1ncnc2cc(OC)c(OC)cc12)CCc1ccccc1,1200.0,5.920818753952375
CHEMBL1242573,CC(C)n1nc(-c2cc(F)c3cn[nH]c3c2)c2c(N)ncnc21,1200.0,5.920818753952375
CHEMBL1254443,Cc1ccccc1Cc1cc2c(N(C)c3cccc(Br)c3)nc(N)nc2n1C,1200.0,5.920818753952375
CHEMBL73301,COc1cccc(Nc2ncnc3[nH]c(C)c(C)c23)c1,1200.0,5.920818753952375
CHEMBL4585048,COc1cc(/C=C/C(=O)c2ccc(NC(=O)c3cc4cc5ccccc5nc4s3)cc2)cc(OC)c1OC,1200.0,5.920818753952375
CHEMBL3233761,CN(C)CCCC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,1301.0,5.920728746981803
CHEMBL1928944,O=[N+]([O-])c1cccc(Oc2cc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncn2)c1,1204.0,5.919373513078194
CHEMBL1080990,CCOC(=O)c1[nH]c(C)c2cnnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c12,1210.0,5.91721462968355
CHEMBL3397275,Clc1cc(Nc2ncnc3ccc(NC4=NC[C@H](COc5ccccc5)O4)cc23)ccc1OCc1nccs1,1210.0,5.91721462968355
CHEMBL1812431,O=C(/C=C/c1ccc(Cl)cc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1210.0,5.91721462968355
CHEMBL5850413,C=CC(=O)N1CCCC(Nc2nc(Nc3cnn(C4CN(C)CC4F)c3)c3c(c2F)CNC3=O)C1,1216.0,5.915066425063284
CHEMBL1087368,CCN(CC)CCNC(=O)c1[nH]c2cnnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1C,1220.0,5.9141660205626065
CHEMBL5564323,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccc5cn(C)nc5c4)c(C)c3)c3c(N)ncnc32)C1,1220.0,5.913640169325252
CHEMBL372246,C=CC(=O)Nc1cc2c(Nc3cc(Cl)c(Cl)cc3F)ncnc2cc1N1CCN(C)CC1,3125.0,5.911954370472159
CHEMBL169757,Nc1ncnc2c1c(-c1ccccc1)cn2-c1ccccc1,1750.0,5.911954370472159
CHEMBL4284911,COc1cccc(Nc2cc(Nc3ccc(S(N)(=O)=O)cc3)ncn2)c1,1229.0,5.910448117113546
CHEMBL307145,Oc1cccc(O)c1O,1230.0,5.910094888560602
CHEMBL2442332,COc1cc2c(c(OC)c1)C(=O)N(c1cccc(C(=O)N3CCCCC3)c1)CC2,1230.0,5.910094888560602
CHEMBL5830681,Cc1nc(F)ccc1[C@H](Nc1cc(Cl)c2ncc(C#N)c(NCC(C)(C)C)c2c1Br)C1=C(F)N(C2(C(F)F)CC2)NN1,1231.0,5.909741947068683
CHEMBL5411535,Cn1cc(-c2ccnc(Nc3cc(OCCOCCn4ccnc4[N+](=O)[O-])ccc3F)n2)c2ccccc21,3930.5,5.908402387971617
CHEMBL4749342,Cn1c(-c2csc(N/N=C\c3ccccc3)n2)nc2ccccc21,1235.34,5.908213496006023
CHEMBL590875,O=C1CSC(N/N=C/c2cc(Br)cc(Br)c2O)=N1,1240.0,5.906578314837765
CHEMBL502015,Nc1nc(Nc2cccc(Br)c2)c2cc(Cc3ccc4ccccc4c3)[nH]c2n1,1240.0,5.906578314837765
CHEMBL7939,O=C1NC(=O)c2cc(Nc3ccc(F)cc3)c(Nc3ccc(F)cc3)cc21,1450.0,5.906239639581768
CHEMBL3425673,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCC3CC3)c2)n1,1385.0,5.906239639581768
CHEMBL4446546,CC/C=C\C(=O)Nc1cc(Nc2nc3c(c(-c4cn(C)c5ccccc45)n2)CSCC3)c(OC)cc1N(C)CCN(C)C,1248.0,5.903785414653595
CHEMBL214853,COc1cc2c(cc1OC)Oc1ncnc(Sc3cccc(Br)c3)c1NC2,1250.0,5.903437700822769
CHEMBL169885,O=C(OCCC12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3)c1cc(NCc2cc(O)ccc2O)ccc1O,1250.0,5.903089986991944
CHEMBL1094196,COc1ccc(-c2ccc(Cn3cc(CCN)c4cc(OCCc5ccc(O)cc5)ccc43)cc2)cc1.Cl,1250.0,5.903089986991944
CHEMBL311111,Cc1cc2cc(Nc3ccnc4cc(-c5ccc(CN6CCOCC6)cc5)sc34)ccc2[nH]1,1250.0,5.903089986991944
CHEMBL5632830,COCCOc1cc2ncnc(Nc3ccc(OS(=O)(=O)F)cc3)c2cc1OCCOC,1250.0,5.903089986991944
CHEMBL338662,Nc1cc2ncnc(Nc3ccccc3[N+](=O)[O-])c2cn1,1250.0,5.903089986991944
CHEMBL74778,Cc1[nH]c2ncnc(Nc3cccc(O)c3)c2c1C,1250.0,5.903089986991944
CHEMBL56731,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1ccccc1,1250.0,5.903089986991944
CHEMBL94019,COc1cc2ncnc(NC3CCc4ccccc43)c2cc1OC,1320.0,5.9014562522750555
CHEMBL4443805,C=CC(=O)N1CCC(Oc2nc(Nc3ccc(N4CCOCC4)cc3)nc3[nH]cc(-c4cncc(NC)n4)c23)CC1,1257.0,5.900664722314042
CHEMBL4757104,ClCCN(CCCl)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1257.0,5.900664722314042
CHEMBL1958221,COc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Br)cc3)C2)cc1,1260.0,5.8996294548824375
CHEMBL3628907,O=C(Nc1cccc(Br)c1)Nc1ccc(Oc2ncnc3sc4c(c23)CCCC4)cc1Cl,1260.0,5.8996294548824375
CHEMBL3746711,CC(=O)N1N=C(c2ccc(I)cc2)CC1c1ccc(C(=O)OCCn2c([N+](=O)[O-])cnc2C)cc1,1260.915,5.89931430317063
CHEMBL5744096,O=C1CCC(N2C(=O)c3ccc(OCCOCCOCCOCCOCC#Cc4cccc5c4C(=O)N([C@@H](C(=O)Nc4nccs4)c4cc(F)ccc4O)C5)cc3C2=O)C(=O)N1,2065.0,5.89916491017671
CHEMBL1173783,Cc1ncc([N+](=O)[O-])n1CCOC(=O)/C=C/c1ccc(OCc2ccccc2)cc1,1270.0,5.896196279044043
CHEMBL7339,COc1cc(O)c2c(=O)c(-c3cccc(Cl)c3)coc2c1,1270.0,5.896196279044043
CHEMBL2347959,CC(C)CCCC(=O)Nc1cccc(-c2c(-c3ccccc3)oc3ncnc(N[C@H](CO)c4ccccc4)c23)c1,1270.0,5.896196279044043
CHEMBL597914,CCCCCCCCCCCCNC(=O)COc1cc(O)c2c(=O)cc(-c3ccccc3)oc2c1,1270.0,5.896196279044043
CHEMBL1272113,CC#CC(=O)N1CCc2c(sc3ncnc(N[C@H](CO)c4ccccc4)c23)C1,1270.0,5.896196279044043
CHEMBL3604931,C=CC(=O)Nc1cccc(Oc2nccc(Nc3cc(C)[nH]n3)n2)c1,1350.0,5.895242492728684
CHEMBL3604928,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Oc3ccc([N+](=O)[O-])cc3)n2)n[nH]1,1350.0,5.895242492728684
CHEMBL301483,CCNC(=O)Nc1nc2nc(NCCCCN(CC)CC)ncc2cc1-c1c(Cl)cccc1Cl,1280.0,5.8928430512878
CHEMBL2070194,O=C(Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1)c1cccc2c1OCCO2,1290.0,5.889410289700751
CHEMBL4531109,O=C1Nc2ccccc2N/C1=C\C(=O)c1cccc2ccccc12,2435.0,5.8892928810788305
CHEMBL3092299,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)N1CCCC(F)(F)C1,1387.5,5.888428103070944
CHEMBL6050482,C=CC(=O)N1C[C@H](Nc2nc(Nc3cnn(C)c3)c3c(c2F)CNC3=O)CCC1C,1293.0,5.888401475119606
CHEMBL5845962,C=C(C)C(=O)N1CCC[C@@H](n2nc(C(=O)Nc3nc4cc(F)ccc4o3)c3c(N)ncnc32)C1,1295.0,5.887730231582729
CHEMBL5741413,C=CC(=O)N1CCC(Oc2cc3c(Nc4cccc(C5CC5)c4)ncnc3cc2OC)C1,1300.0,5.887345359137068
CHEMBL3612571,COCCn1c(=O)oc2cc3ncnc(Nc4ccc(OCc5ccc(Cl)cc5)c(Cl)c4)c3cc21,1300.0,5.886056647693163
CHEMBL505637,O=C(NCCc1ccc(O)c(Br)c1)/C(Cc1cc(Br)c(O)c(-c2cc(C/C(=N/O)C(=O)NCCc3ccc(O)c(Br)c3)cc(Br)c2O)c1)=N\O,1300.0,5.886056647693163
